"","form","lemma"
"1137","wairşaiş","wairşan"
"1138","sunjus","sunus"
"1139","attins","atta"
"1140","izwaris","izwar"
"1141","şis","sa"
"1142","in","in"
"1143","himinam","himins"
"1144","unte","unte"
"1145","sunnon","sunno"
"1146","seina","seins"
"1147","urranneiş","ur-rannjan"
"1148","ana","ana"
"1149","ubilans","ubils"
"1150","ubilans","ubils"
"1151","jah","jah"
"1152","godans","goşs"
"1153","godans","goşs"
"1154","jah","jah"
"1155","rigneiş","rignjan"
"1156","ana","ana"
"1157","garaihtans","garaihts"
"1158","garaihtans","garaihts"
"1159","jah","jah"
"1160","ana","ana"
"1161","inwindans","inwinds"
"1162","inwindans","inwinds"
"1163","jabai","jabai"
"1164","auk","auk"
"1165","frijoş","frijon"
"1166","frijoş","frijon"
"1167","şans","sa"
"1168","frijondans","frijon"
"1169","izwis","şu"
"1170","ainans","ains"
"1171","<U+0195>o","<U+0195>as"
"1172","mizdono","mizdo"
"1173","habaiş","haban"
"1174","habaiş","haban"
"1175","niu","niu"
"1176","jah","jah"
"1177","şai","sa"
"1178","şiudo","şiuda"
"1179","şata","sa"
"1180","samo","sama"
"1181","taujand","taujan"
"1182","jah","jah"
"1183","jabai","jabai"
"1184","goleiş","goljan"
"1185","şans","sa"
"1186","frijonds","frijonds"
"1187","izwarans","izwar"
"1188","şatainei","şatainei"
"1189","<U+0195>e","<U+0195>e"
"1190","managizo","manags"
"1191","managizo","manags"
"1192","taujiş","taujan"
"1193","niu","niu"
"1194","jah","jah"
"1195","motarjos","motareis"
"1196","şata","sa"
"1197","samo","sama"
"1198","taujand","taujan"
"1199","sijaiş","wisan"
"1200","nu","nu"
"1201","jus","şu"
"1202","fullatojai","fullatojis"
"1203","swaswe","swaswe"
"1204","atta","atta"
"1205","izwar","izwar"
"1206","sa","sa"
"1207","in","in"
"1208","himinam","himins"
"1209","fullatojis","fullatojis"
"1210","ist","wisan"
"1211","atsai<U+0195>iş","at-sai<U+0195>an"
"1212","atsai<U+0195>iş","at-sai<U+0195>an"
"1213","armaion","armaio"
"1214","izwara","izwar"
"1215","ni","ni"
"1216","taujan","taujan"
"1217","in","in"
"1218","andwairşja","andwairşi"
"1219","manne","manna"
"1220","du","du"
"1221","sai<U+0195>an","sai<U+0195>an"
"1222","im","is"
"1223","aişşau","aişşau"
"1224","laun","laun"
"1225","ni","ni"
"1226","habaiş","haban"
"1227","habaiş","haban"
"1228","fram","fram"
"1229","attin","atta"
"1230","izwaramma","izwar"
"1231","şamma","sa"
"1232","in","in"
"1233","himinam","himins"
"1234","şan","şan"
"1235","nu","nu"
"1236","taujais","taujan"
"1237","armaion","armaio"
"1238","ni","ni"
"1239","haurnjais","haurnjan"
"1240","faura","faura"
"1241","şus","şu"
"1242","swaswe","swaswe"
"1243","şai","sa"
"1244","liutans","liuts"
"1245","taujand","taujan"
"1246","in","in"
"1247","gaqumşim","gaqumşs"
"1248","jah","jah"
"1249","in","in"
"1250","garunsim","garuns"
"1251","ei","ei"
"1252","hauhjaindau","hauhjan"
"1253","fram","fram"
"1254","mannam","manna"
"1255","amen","amen"
"1256","qişa","qişan"
"1257","izwis","şu"
"1258","andnemun","and-niman"
"1259","mizdon","mizdo"
"1260","seina","seins"
"1261","iş","iş"
"1262","şuk","şu"
"1263","taujandan","taujan"
"1264","armaion","armaio"
"1265","ni","ni"
"1266","witi","witan"
"1267","hleidumei","hleiduma"
"1268","şeina","şeins"
"1269","<U+0195>a","<U+0195>as"
"1270","taujiş","taujan"
"1271","taihswo","taihswa"
"1272","şeina","şeins"
"1273","ei","ei"
"1274","sijai","wisan"
"1275","so","sa"
"1276","armahairtişa","armahairtişa"
"1277","şeina","şeins"
"1278","in","in"
"1279","fulhsnja","fulhsni"
"1280","jah","jah"
"1281","atta","atta"
"1282","şeins","şeins"
"1283","saei","saei"
"1284","sai<U+0195>iş","sai<U+0195>an"
"1285","in","in"
"1286","fulhsnja","fulhsni"
"1287","usgibiş","us-giban"
"1288","şus","şu"
"1289","in","in"
"1290","bairhtein","bairhtei"
"1291","jah","jah"
"1292","şan","şan"
"1293","bidjaiş","bidjan"
"1294","ni","ni"
"1295","sijaiş","wisan"
"1296","swaswe","swaswe"
"1297","şai","sa"
"1298","ubila","ubils"
"1299","gataujan","ga-taujan"
"1300","nih","nih"
"1301","bagms","bagms"
"1302","ubils","ubils"
"1303","akrana","akran"
"1304","şiuşeiga","şiuşeigs"
"1305","gataujan","ga-taujan"
"1306","all","alls"
"1307","bagme","bagms"
"1308","ni","ni"
"1309","taujandane","taujan"
"1310","akran","akran"
"1311","usmaitada","us-maitan"
"1312","jah","jah"
"1313","in","in"
"1314","fon","fon"
"1315","atlagjada","at-lagjan"
"1316","şannu","şannu"
"1317","bi","bi"
"1318","akranam","akran"
"1319","ize","is"
"1320","ufkunnaiş","uf-kunnan"
"1321","ufkunnaiş","uf-kunnan"
"1322","ins","is"
"1323","ni","ni"
"1324","<U+0195>azuh","<U+0195>azuh"
"1325","saei","saei"
"1326","qişiş","qişan"
"1327","mis","ik"
"1328","frauja","frauja"
"1329","frauja","frauja"
"1330","inngaleişiş","inn-galeişan"
"1331","in","in"
"1332","şiudangardja","şiudangardi"
"1333","himine","himins"
"1334","ak","ak"
"1335","sa","sa"
"1336","taujands","taujan"
"1337","wiljan","wilja"
"1338","attins","atta"
"1339","meinis","meins"
"1340","şis","sa"
"1341","in","in"
"1342","himinam","himins"
"1343","managai","manags"
"1344","qişand","qişan"
"1345","mis","ik"
"1346","in","in"
"1347","jainamma","jains"
"1348","daga","dags"
"1349","frauja","frauja"
"1350","frauja","frauja"
"1351","niu","niu"
"1352","şeinamma","şeins"
"1353","namin","namo"
"1354","praufetidedum","praufetjan"
"1355","jah","jah"
"1356","şeinamma","şeins"
"1357","namin","namo"
"1358","unhulşons","unhulşo"
"1359","uswaurpum","us-wairpan"
"1360","jah","jah"
"1361","şeinamma","şeins"
"1362","namin","namo"
"1363","mahtins","mahts"
"1364","mikilos","mikils"
"1365","gatawidedum","ga-taujan"
"1366","jah","jah"
"1367","şan","şan"
"1368","andhaita","and-haitan"
"1369","im","is"
"1370","şatei","şatei"
"1371","ni","ni"
"1372","<U+0195>anhun","<U+0195>anhun"
"1373","kunşa","kunnan"
"1374","izwis","şu"
"1375","afleişiş","af-leişan"
"1376","afleişiş","af-leişan"
"1377","fairra","fairra"
"1378","mis","ik"
"1379","jus","şu"
"1380","waurkjandans","waurkjan"
"1381","unsibjona","unsibjis"
"1382","<U+0195>azuh","<U+0195>azuh"
"1383","nu","nu"
"1384","saei","saei"
"1385","hauseiş","hausjan"
"1386","waurda","waurd"
"1387","meina","meins"
"1388","jah","jah"
"1389","taujiş","taujan"
"1390","şo","sa"
"1391","galeiko","galeikon"
"1392","ina","is"
"1393","waira","wair"
"1394","frodamma","froşs"
"1395","saei","saei"
"1396","gatimrida","ga-timrjan"
"1397","razn","razn"
"1398","sein","seins"
"1399","ana","ana"
"1400","staina","stains"
"1401","jah","jah"
"1402","atiddja","at-gaggan"
"1403","dalaş","dalaş"
"1404","rign","rign"
"1405","jah","jah"
"1406","qemun","qiman"
"1407","a<U+0195>os","a<U+0195>a"
"1408","jah","jah"
"1409","waiwoun","waian"
"1410","windos","winds"
"1411","jah","jah"
"1412","bistugqun","bi-stigqan"
"1413","bi","bi"
"1414","şamma","sa"
"1415","razna","razn"
"1416","jainamma","jains"
"1417","jah","jah"
"1418","ni","ni"
"1419","gadraus","ga-driusan"
"1420","unte","unte"
"1421","gasuliş","ga-suljan"
"1422","was","wisan"
"1423","ana","ana"
"1424","staina","stains"
"1425","jah","jah"
"1426","<U+0195>azuh","<U+0195>azuh"
"1427","saei","saei"
"1428","hauseiş","hausjan"
"1429","waurda","waurd"
"1430","meina","meins"
"1431","jah","jah"
"1432","ni","ni"
"1433","taujiş","taujan"
"1434","şo","sa"
"1435","galeikoda","galeikon"
"1436","mann","manna"
"1437","dwalamma","dwals"
"1438","saei","saei"
"1439","gatimrida","ga-timrjan"
"1440","razn","razn"
"1441","sein","seins"
"1442","ana","ana"
"1443","malmin","malma"
"1444","jah","jah"
"1445","atiddja","at-gaggan"
"1446","dalaş","dalaş"
"1447","rign","rign"
"1448","jah","jah"
"1449","qemun","qiman"
"1450","a<U+0195>os","a<U+0195>a"
"1451","jah","jah"
"1452","waiwoun","waian"
"1453","windos","winds"
"1454","jah","jah"
"1455","bistugqun","bi-stigqan"
"1456","bi","bi"
"1457","jainamma","jains"
"1458","razna","razn"
"1459","jah","jah"
"1460","gadraus","ga-driusan"
"1461","jah","jah"
"1462","was","wisan"
"1463","drus","drus"
"1464","is","is"
"1465","mikils","mikils"
"1466","jah","jah"
"1467","warş","wairşan"
"1468","şan","şan"
"1469","ustauh","us-tiuhan"
"1470","Iesus","Iesus"
"1471","şo","sa"
"1472","waurda","waurd"
"1473","biabridedun","bi-abrjan"
"1474","manageins","managei"
"1475","ana","ana"
"1476","laiseinai","laiseins"
"1477","is","is"
"1478","was","wisan"
"1479","auk","auk"
"1480","laisjands","laisjan"
"1481","ins","is"
"1482","swe","swe"
"1483","waldufni","waldufni"
"1484","habands","haban"
"1485","jah","jah"
"1486","ni","ni"
"1487","swaswe","swaswe"
"1488","bokarjos","bokareis"
"1489","dalaş","dalaş"
"1490","şan","şan"
"1491","atgaggandin","at-gaggan"
"1492","imma","is"
"1493","af","af"
"1494","fairgunja","fairguni"
"1495","laistidedun","laistjan"
"1496","afar","afar"
"1497","imma","is"
"1498","iumjons","iumjo"
"1499","managos","manags"
"1500","jah","jah"
"1501","sai","sai"
"1502","manna","manna"
"1503","şrutsfill","şrutsfill"
"1504","habands","haban"
"1505","durinnands","du-rinnan"
"1506","inwait","in-weitan"
"1507","ina","is"
"1508","qişands","qişan"
"1509","frauja","frauja"
"1510","jabai","jabai"
"1511","wileis","wiljan"
"1512","magt","magan"
"1513","mik","ik"
"1514","gahrainjan","ga-hrainjan"
"1515","jah","jah"
"1516","ufrakjands","uf-rakjan"
"1517","handu","handus"
"1518","attaitok","at-tekan"
"1519","imma","is"
"1520","qişands","qişan"
"1521","wiljau","wiljan"
"1522","wairş","wairşan"
"1523","hrains","hrains"
"1524","jah","jah"
"1525","suns","suns"
"1526","hrain","hrains"
"1527","warş","wairşan"
"1528","şata","sa"
"1529","şrutsfill","şrutsfill"
"1530","is","is"
"1531","jah","jah"
"1532","qaş","qişan"
"1533","imma","is"
"1534","Iesus","Iesus"
"1535","sai<U+0195>","sai<U+0195>an"
"1536","ei","ei"
"1537","mann","manna"
"1538","ni","ni"
"1539","qişais","qişan"
"1540","ak","ak"
"1541","gagg","gaggan"
"1542","şuk","şu"
"1543","silban","silba"
"1544","ataugei","at-augjan"
"1545","gudjin","gudja"
"1546","jah","jah"
"1547","atbair","at-bairan"
"1548","giba","giba"
"1549","şoei","saei"
"1550","anabauş","ana-biudan"
"1551","Moses","Moses"
"1552","du","du"
"1553","weitwodişai","weitwodişa"
"1554","im","is"
"1555","im","is"
"1556","im","is"
"1557","şan","şan"
"1558","şata","sa"
"1559","innatgaggandin","inn-atgaggan"
"1560","imma","is"
"1561","in","in"
"1562","Kafarnaum","Kafarnaum"
"1563","duatiddja","du-atgaggan"
"1564","imma","is"
"1565","hundafaşs","hundafaşs"
"1566","bidjands","bidjan"
"1567","ina","is"
"1568","jah","jah"
"1569","qişands","qişan"
"1570","frauja","frauja"
"1571","şiumagus","şiumagus"
"1572","meins","meins"
"1573","ligiş","ligan"
"1574","in","in"
"1575","garda","gards"
"1576","uslişa","uslişa"
"1577","harduba","hardus"
"1578","balwişs","balwjan"
"1579","jah","jah"
"1580","qaş","qişan"
"1581","du","du"
"1582","imma","is"
"1583","Iesus","Iesus"
"1584","ik","ik"
"1585","qimands","qiman"
"1586","gahailja","ga-hailjan"
"1587","ina","is"
"1588","jah","jah"
"1589","andhafjands","and-hafjan"
"1590","sa","sa"
"1591","hundafaşs","hundafaşs"
"1592","qaş","qişan"
"1593","frauja","frauja"
"1594","ni","ni"
"1595","im","wisan"
"1596","wairşs","wairşs"
"1597","ei","ei"
"1598","uf","uf"
"1599","hrot","hrot"
"1600","mein","meins"
"1601","inngaggais","inn-gaggan"
"1602","ak","ak"
"1603","şatainei","şatainei"
"1604","qiş","qişan"
"1605","waurda","waurd"
"1606","jah","jah"
"1607","gahailniş","ga-hailnan"
"1608","sa","sa"
"1609","şiumagus","şiumagus"
"1610","meins","meins"
"1611","jah","jah"
"1612","auk","auk"
"1613","ik","ik"
"1614","manna","manna"
"1615","im","wisan"
"1616","habands","haban"
"1617","uf","uf"
"1618","waldufnja","waldufni"
"1619","meinamma","meins"
"1620","gadrauhtins","gadrauhts"
"1621","jah","jah"
"1622","qişa","qişan"
"1623","du","du"
"1624","şamma","sa"
"1625","gagg","gaggan"
"1626","jah","jah"
"1627","gaggiş","gaggan"
"1628","jah","jah"
"1629","anşaramma","anşar"
"1630","qim","qiman"
"1631","jah","jah"
"1632","qimiş","qiman"
"1633","jah","jah"
"1634","du","du"
"1635","skalka","skalks"
"1636","meinamma","meins"
"1637","tawei","taujan"
"1638","şata","sa"
"1639","jah","jah"
"1640","taujiş","taujan"
"1641","gahausjands","ga-hausjan"
"1642","şan","şan"
"1643","Iesus","Iesus"
"1644","sildaleikida","sildaleikjan"
"1645","jah","jah"
"1646","qaş","qişan"
"1647","du","du"
"1648","şaim","sa"
"1649","şaim","sa"
"1650","afarlaistjandam","afar-laistjan"
"1651","afarlaistjandam","afar-laistjan"
"1652","amen","amen"
"1653","qişa","qişan"
"1654","izwis","şu"
"1655","ni","ni"
"1656","in","in"
"1657","Israela","Israel"
"1658","swalauda","swalauşs"
"1659","galaubein","galaubeins"
"1660","bigat","bi-gitan"
"1661","aşşan","aşşan"
"1662","qişa","qişan"
"1663","izwis","şu"
"1664","şatei","şatei"
"1665","managai","manags"
"1666","fram","fram"
"1667","urrunsa","urruns"
"1668","jah","jah"
"1669","saggqa","saggqa"
"1670","qimand","qiman"
"1671","jah","jah"
"1672","anakumbjand","ana-kumbjan"
"1673","miş","miş"
"1674","Abrahama","Abraham"
"1675","jah","jah"
"1676","Isaka","Isak"
"1677","jah","jah"
"1678","Iakoba","Iakob"
"1679","in","in"
"1680","şiudangardjai","şiudangardi"
"1681","himine","himins"
"1682","iş","iş"
"1683","şai","sa"
"1684","sunjus","sunus"
"1685","şiudangardjos","şiudangardi"
"1686","uswairpanda","us-wairpan"
"1687","in","in"
"1688","riqis","riqis"
"1689","şata","sa"
"1690","hindumisto","hindumists"
"1691","jainar","jainar"
"1692","wairşiş","wairşan"
"1693","grets","grets"
"1694","jah","jah"
"1695","krusts","krusts"
"1696","tunşiwe","tunşus"
"1697","jah","jah"
"1698","qaş","qişan"
"1699","Iesus","Iesus"
"1700","şamma","sa"
"1701","hundafada","hundafaşs"
"1702","gagg","gaggan"
"1703","jah","jah"
"1704","swaswe","swaswe"
"1705","galaubides","ga-laubjan"
"1706","wairşai","wairşan"
"1707","şus","şu"
"1708","jah","jah"
"1709","gahailnoda","ga-hailnan"
"1710","sa","sa"
"1711","şiumagus","şiumagus"
"1712","is","is"
"1713","in","in"
"1714","jainai","jains"
"1715","<U+0195>eilai","<U+0195>eila"
"1716","jah","jah"
"1717","qimands","qiman"
"1718","Iesus","Iesus"
"1719","in","in"
"1720","garda","gards"
"1721","Paitraus","Paitrus"
"1722","jah","jah"
"1723","gasa<U+0195>","ga-sai<U+0195>an"
"1724","swaihron","swaihro"
"1725","is","is"
"1726","ligandein","ligan"
"1727","in","in"
"1728","heitom","heito"
"1729","jah","jah"
"1730","attaitok","at-tekan"
"1731","handau","handus"
"1732","izos","is"
"1733","jah","jah"
"1734","aflailot","af-letan"
"1735","ija","is"
"1736","so","sa"
"1737","heito","heito"
"1738","jah","jah"
"1739","urrais","ur-reisan"
"1740","jah","jah"
"1741","andbahtida","andbahtjan"
"1742","imma","is"
"1743","at","at"
"1744","andanahtja","andanahti"
"1745","şan","şan"
"1746","waurşanamma","wairşan"
"1747","atberun","at-bairan"
"1748","du","du"
"1749","imma","is"
"1750","daimonarjans","daimonareis"
"1751","managans","manags"
"1752","jah","jah"
"1753","uswarp","us-wairpan"
"1754","şans","sa"
"1755","ahmans","ahma"
"1756","waurda","waurd"
"1757","jah","jah"
"1758","allans","alls"
"1759","şans","sa"
"1760","ubil","ubils"
"1761","habandans","haban"
"1762","gahailida","ga-hailjan"
"1763","ei","ei"
"1764","usfullnodedi","us-fullnan"
"1765","şata","sa"
"1766","gamelido","ga-meljan"
"1767","şairh","şairh"
"1768","praufetu","praufetes"
"1769","qişandan","qişan"
"1770","sa","sa"
"1771","unmahtins","unmahts"
"1772","unsaros","unsar"
"1773","usnam","us-niman"
"1774","jah","jah"
"1775","sauhtins","sauhts"
"1776","usbar","us-bairan"
"1777","gasai<U+0195>ands","ga-sai<U+0195>an"
"1778","şan","şan"
"1779","Iesus","Iesus"
"1780","managans","manags"
"1781","hiuhmans","hiuhma"
"1782","bi","bi"
"1783","sik","sik"
"1784","haihait","haitan"
"1785","galeişan","ga-leişan"
"1786","siponjans","siponeis"
"1787","hindar","hindar"
"1788","marein","marei"
"1789","jah","jah"
"1790","duatgaggands","du-atgaggan"
"1791","ains","ains"
"1792","bokareis","bokareis"
"1793","qaş","qişan"
"1794","du","du"
"1795","imma","is"
"1796","laisari","laisareis"
"1797","laistja","laistjan"
"1798","şuk","şu"
"1799","şis<U+0195>aduh","şis<U+0195>aduh"
"1800","şadei","şadei"
"1801","gaggis","gaggan"
"1802","jah","jah"
"1803","qaş","qişan"
"1804","du","du"
"1805","imma","is"
"1806","Iesus","Iesus"
"1807","fauhons","fauho"
"1808","grobos","groba"
"1809","aigun","aigan"
"1810","jah","jah"
"1811","fuglos","fugls"
"1812","himinis","himins"
"1813","sitlans","sitls"
"1814","iş","iş"
"1815","sunus","sunus"
"1816","mans","manna"
"1817","ni","ni"
"1818","habaiş","haban"
"1819","<U+0195>ar","<U+0195>ar"
"1820","haubiş","haubiş"
"1821","sein","seins"
"1822","anahnaiwjai","ana-hnaiwjan"
"1823","şan","şan"
"1824","siponje","siponeis"
"1825","is","is"
"1826","qaş","qişan"
"1827","du","du"
"1828","imma","is"
"1829","frauja","frauja"
"1830","uslaubei","us-laubjan"
"1831","mis","ik"
"1832","frumist","frumist"
"1833","galeişan","ga-leişan"
"1834","jah","jah"
"1835","gafilhan","ga-filhan"
"1836","attan","atta"
"1837","meinana","meins"
"1838","iş","iş"
"1839","Iesus","Iesus"
"1840","qaş","qişan"
"1841","du","du"
"1842","imma","is"
"1843","laistei","laistjan"
"1844","afar","afar"
"1845","mis","ik"
"1846","jah","jah"
"1847","let","letan"
"1848","şans","sa"
"1849","dauşans","dauşs"
"1850","gafilhan","ga-filhan"
"1851","seinans","seins"
"1852","dauşans","dauşs"
"1853","jah","jah"
"1854","innatgaggandin","inn-atgaggan"
"1855","imma","is"
"1856","in","in"
"1857","skip","skip"
"1858","afariddjedun","afar-gaggan"
